label,sentence
1,that monkey is ate the banana
1,i bought a book about harry
0,the children wails
1,who was it obvious that plato loved ?
1,it was for jenny that i intended to be present .
1,i think she is pregnant
1,it 's extremely windy today .
0,who did you believe that to kiss seemed wrong ?
1,jason would prefer medea to have cursed agamemnon .
0,the therapist 's analysis of lucy 's
1,who did athena introduce to whom ?
1,it appears that poseidon owns a dragon
1,i have often eaten muffins .
1,gilgamesh can seek ishtar
1,you kicked yourself
1,agamemnon seems to have left .
1,the dragons had all eaten the pigs .
1,anson shot the dinosaur with his rifle in the jungle
0,genie intoned the mirror .
1,i often have eaten muffins .
1,he kicked himself
1,gilgamesh has not read the cuneiform tablets .
1,"he might maybe do that , might n't he ?"
1,i intended for jenny to be present .
0,we believed to be omnipotent .
1,whose poem about achilles did homer persuade jason that he should read ?
1,jason would prefer for medea to have cursed agamemnon .
1,i asked who medea gave what ?
1,i have every hope that you will defeat him .
1,paris is no more
1,he will can do it
1,we believed him to be the headmaster
1,who kissed who ?
1,who did you say that john thought would leave early ?
0,any boy saw no one .
0,what i arranged for jenny was to be present .
0,he kicked herself
1,cassandra has warned agamemnon again .
1,gilgamesh has been fighting the dragon .
1,lucy 's photograph of jane
1,who did jason think medea had poisoned ?
1,gilgamesh may have quickly cast the spell
0,having read of shakespeare satisfied me
0,medea tried her to leave .
1,the potion boiled over
1,there arrived a new actor .
1,i ate fruit
1,i hoped that you would defeat him .
1,who seems to be certain to leave first ?
0,she liked moya 's football .
1,his hen loves anson .
1,i ate a mango and gillian did too .
1,why did you eat the cake ?
0,he would can go
1,perhaps gilgamesh should be leaving
1,i want to can do it
1,jason intended for him to learn magic .
1,i went to the shop for to get bread .
1,i asked which king invaded which city .
1,we made the claim that perseus killed the gorgon .
1,plato listened to dp demosthenes ' oration about philip .
1,the old house collapsed .
0,i believed she is pregnant
1,how are you feeling ?
1,aphrodite misses gilgamesh .
1,anson very happily demonized david .
1,that plato loved aster proved to be his undoing .
1,has n't the potion worked ?
1,bill 's reading shakespeare satisfied me
1,every vampire slept .
1,i might be leaving soon .
0,it 's arrived first that julie and jenny
1,the man i saw left .
0,he replied his answer .
1,"because they hated him , the druids forced jason to live in a cupboard"
1,we kicked ourselves
1,did medea poison jason ?
1,aphrodite freed animals
1,the book was donated to the hospital .
1,medea poisoned more children than jason did .
1,nathan showed benjamin himself in the mirror .
1,that plato loved aster deeply was obvious .
1,he kicked him
1,jason expected the doctor to treat medea
1,the therapist 's analysis of lucy
1,where are you living ?
1,who showed what to who ?
1,"medea thought that , after the executioner had left , poseidon would be relieved ."
1,the consul 's gift of the gladiator to himself .
1,all the dragons have been slain .
1,gilgamesh should slowly be tickling the mandrake .
1,odysseus planned to hear the sirens .
1,bill reading shakespeare and maureen singing schubert satisfies me
1,the shooting of the hunters was very loud .
0,the librarians likes books .
0,can he will do it ?
0,i ordered there to be three books on the subject .
1,truman punched johnson
1,he became fond of peanuts .
1,the therapist analysed lucy
1,dracula thought himself to be the prince of darkness .
0,which poem did you hear those recitals of last night ?
1,athena introduced medea to jason
1,"he 'll no can do it , will he ?"
1,anson is incredibly difficult to please .
1,it was claimed by everyone that the poison was neutralised
1,the banana is being eaten by that monkey .
1,i want to kiss pigs
1,burn letters to him !
1,his analysis of her was flawed
1,did the potion boil over ?
1,i did n't see him ever .
0,she said moya liked football .
1,we all thought him to be unhappy
1,which book are you reading ?
1,that monkey is eating the banana .
1,that bottle of water might have cracked open .
1,who did gilgamesh believe to have kissed aphrodite ?
1,paul had three affairs . . .
1,close the door !
1,i was eating not a peach but an apple
1,which poem did you go to hear a recital of last night ?
0,when time will you be there .
1,i have sent 0 letters to environmental heath .
1,why did you kill pegasus ?
1,aphrodite does free animals
1,gilgamesh will seek ishtar
1,i assumed him to be innocent
1,i am being whipped
1,never will i do syntax again .
1,the children wail
1,mary fell .
1,i inquired if we could leave early .
1,benjamin gave the cloak and sent the book to lee
1,hera tried to appear to be happy .
0,i arranged for to see her .
0,bill 's reading shakespeare and maureen 's singing schubert satisfies me
0,myself shaved me .
0,no reading shakespeare satisfied me
1,the emperor 's every wish was immediately carried out .
1,jenny has eaten a cake .
0,moya played football with her
0,i intoned fruit
1,the sheep cry
1,"he ca n't possibly do that , can he"
1,we believed that aphrodite was omnipotent .
1,which book about ulysses did you say that you would read ?
0,i wanted any cake .
1,gilgamesh is not reading the cuneiform tablets .
1,jason persuaded medea to try to run away .
1,we believed aphrodite to be omnipotent
1,that bottle of water might have .
1,i do n't remember what all i said ?
0,aphrodite said he freed the animals and freed the animals he
1,that aphrodite was so promiscuous astounded the other gods .
0,gilgamesh does n't ate the honey
1,i claimed that she was pregnant
0,aphrodite do freed animals .
1,david wrote that you said that anson thought that julie had fainted
0,gilgamesh failed often biology
1,it rained
1,"poseidon was asleep , when the executioner arrived ."
1,people are in the garden
1,anson became happy
1,it is tough to teach syntax .
1,"there 's going to be a party , is n't there ?"
0,i have might be flying helicopters .
1,they brought the hat to the teacher
1,what medea attempted was to poison her children .
1,benjamin gave the cloak 0 and sent the book to lee
1,the man chuckles
1,milena will make pasta .
1,aphrodite did free animals
1,gilgamesh should seek ishtar
1,they depend on mary .
0,the greeks arrived all .
0,has not the potion worked
0,gomez 's photograph of pugsley of lucy 's
0,will can he do it ?
1,humans love to eat the old pigs .
0,he could might go
1,it 's under the bed that 's the best place to hide
1,he left .
1,that picture of her pleases jenny .
1,constantly reading shakespeare satisfied me
1,there was a dragon in the cave .
1,people like lard .
1,these ones are to be smuggled from hungary .
0,emily showed himself to benjamin in the mirror .
0,i said that that jason was jealous annoyed medea
1,we donated a chopper to the new hospital
1,these expensive and illegal bottles of absinthe are to be smuggled from hungary .
1,a programme about euripides is on a radio 4 tonight .
1,lucy 's analysis was the most successful
0,i am having eaten seaweed .
1,medea tried to poison her children .
0,anson demonized old
1,what i said was that we would go .
1,there are many fish in the sea .
1,jason gave the poisoned clothes to who ?
0,by is eaten monkey banana that the being
1,benjamin said he would run away and he did .
1,who is sailing to ithaca ?
1,they sat on mary .
1,julie filed letters to herself .
1,he looked it up
1,who 's there ?
0,there was he in the garden .
1,he might no could have done it
0,gilgamesh did n't ate the honey
1,the sheep cries
1,for aphrodite to appear to be happy would be impossible .
0,who did plato listen to dp demosthenes ' oration about ?
0,me gave it to him .
1,"if one were to steal talismans from witches , then that would be dangerous ."
1,bill did not destroy the world .
1,both the twins might have been at the party .
1,that plato loved aster was obvious .
1,the pigs grunt
0,where place are you living .
0,who was for medea to poison awful ?
0,julie maintained if the barman was sober .
1,the analysis of lucy took longer than that of gomez .
0,julie became a fond .
1,i climbed up the tree .
1,i inquired when we could leave .
1,where alison and david soaked their feet was in the kitchen
0,what medea wondered if was the potion was ready
1,that photograph of jane of lucy 's
1,the constant reading of shakespeare satisfied me
0,medea wondered if that the potion was ready
1,what she thought was that the poison was neutralised
1,"because she had got the highest marks , medea was happy"
1,when did you arrive ?
1,which poisonous plant is it certain that we will find in amazonia ?
1,the microphone salesman 's 0 irritating patter was relentless .
1,the paris i used to know is no more
1,sam gave the cloak to lee and gave the magic chalice to matthew .
1,gilgamesh has eaten the honey
1,"i will eat a mango , and gillian will too ."
1,computer viruses increased in virulence last year .
1,"at trade , anson danced extremely frantically"
1,richard is going to chop some wood .
1,the poem that homer wrote .
1,who did drink the poison ?
1,evan 's every idea was completely insane .
1,"sally is making scones , and gillian is too ."
1,everyone claimed that the poison was neutralized .
0,jonathan persuaded kate to lick himself .
1,that jason arrived infuriated medea .
1,"medea was happy , because she had got the highest marks"
1,keep yourself clean !
1,cassandra has foretold disaster again .
1,bill 's reading of shakespeare satisfied me
1,who poisoned who ?
1,pigs love truffles .
1,owners of pigs love truffles
1,"so quickly did the vampire move , that we barely saw him ."
1,humans love to eat those pigs .
0,she has kissed she .
0,jason intended for he to learn magic .
1,jason persuaded medea to be treated by the doctor
1,it is true that i might be doing something other than going to the party .
1,jason expected medea to be treated by the doctor
0,i found there .
1,moya said she liked football .
1,anson became the mayor
1,kane ate dirt .
1,benjamin gave the cloak to nathan
0,the fig chuckled
1,"poseidon had run away , because the executioner murdered hera ."
1,a description of aristotle is in the book .
1,julie and jenny did .
1,it 's quarter past four .
1,owners of a pig love to eat truffles .
0,that whether the world is round is unknown bothered athena .
1,no one expected agamemnon to to win
1,euclid was interested in plato 's description of geometry .
0,every reading shakespeare satisfied me
0,can will he do it ?
1,medea poisoned who ?
0,he looked up it
0,who guy did you see .
0,we kicked myself
0,"who would poseidon run away , if the executioner murdered ?"
0,anson kissed him
1,which city the claim that philip would invade .
1,i have n't left yet
0,i am eating a mango and gillian has too .
0,letter is on the table
1,who ate the cake ?
1,why did you say that you were leaving ?
1,michael left meg
0,aphrodite quickly may free the animals
1,the reading of shakespeare satisfied me
0,the weather rained
0,gilgamesh seek may ishtar
1,no one expected to win .
0,who did that plato loved seem to be known by everyone .
1,the bear sniffs
1,it hung on the wall .
0,jason killed .
0,many people were there playing on the beach
1,know yourself !
1,agamemnon attempted to behave well .
1,julie felt he was there
1,he thought that dracula was the prince of darkness .
1,i have eaten already
1,it is not true that i have left yet .
0,that monkeys is eating the banana .
1,i could have been flying helicopters by now .
0,anson put a book
0,gilgamesh might have not been reading the cuneiform tablets .
1,i asked if medea poisoned jason .
1,who did you persuade to go ?
1,what did you get all for xmas ?
1,some disgruntled old pigs in those ditches love truffles
1,jason was killed .
0,i would like to might do it
0,peter is some disgruntled old pigs in those ditches .
0,there was him in the garden .
1,gilgamesh is in the dungeon .
1,anson will come to the party .
1,gilgamesh has never flown a dragon .
0,julie maintained her own questions over the course of the argument .
1,"his analysis , i never liked ."
1,that bottle of water might .
0,did medea poison who ?
1,she took a picture of the phoenix
0,look after herself !
1,who did medea poison ?
1,i tried for to get them .
1,who did you introduce athena to ?
1,can i keep the screwdriver just like a carpenter keep the screwdriver ?
1,jason refrained from casting the spell
1,andrew likes lard on his sandwiches
1,who seemed to have left first ?
0,ron asked that the potion was ready
1,hierarchy of projections :
1,we decided to paint the bathroom a lurid lime green colour .
1,she kicked her
0,he knows he .
1,i believed there to be three books on the subject .
0,the child wail
1,which girl ate the cake ?
1,that plato lived in the city of athens was well-known .
0,collapsed harry .
1,for you to do that would be a mistake .
0,jason thinks who medea had poisoned .
1,i believe she is pregnant
1,no one expected him to to win .
1,"he 'll no can do it , can he ?"
0,which poem did you hear homer 's recital of last night ?
1,"raffi slept well , and gillian will too"
1,he 's bound to should do it
1,it might have cracked open
1,where did perseus see the gorgon ?
1,the scissors are lost
1,gilgamesh should be slowly tickling the mandrake
0,agamemnon seems pro to be a maniac
0,myself saw me
1,i believed she was pregnant
1,anson gave fluffy to jenny .
1,the very old and extremely wise owl .
0,who did that plato loved prove to be his undoing .
0,what medea believed was jason to be a murderer .
1,the owl hated the evil bat and loved the wise eagle .
1,no one could remove the blood on the wall
0,he can can go
0,gillian has made pasta and david is too .
0,jason intended for pro to learn magic .
1,the boys should could all go
0,i assumed to be innocent
1,anson danced extremely frantically at trade .
0,the gorgon is easy to believe the claim that perseus slew .
0,she kicked itself
1,julie became a fond of lloyd .
1,lee 's youngest and dawn 's oldest son ran away .
1,anson kicked the cat
1,merlin is extremely evil .
1,syntax is easy to pretend that you can teach .
1,i want to eat macaroni
1,which ode did which poet write ?
0,what she thought that was the poison was neutralised
1,who drank the poison ?
1,what medea arranged was for her children to be poisoned .
1,no one 's mother had baked anything .
1,what kind of actor is he ?
1,what did she eat ?
0,"frantically at , anson danced extremely trade"
1,i have often a cold .
1,who did maria say that she 'd kiss and kick ?
1,where did they go all for their holidays ?
1,they came running over the hill and through the woods
0,the airport yawned
1,how quickly did you eat the cake ?
1,many fish are in the sea .
1,they arrived first
1,people were playing on the beach .
0,benjamin gave to lee it .
0,he liked anson .
0,the bear sniff
0,i inquired could we leave early .
1,the bears sniff
0,i persuaded there to be a problem .
1,his book
1,he looked the number up
1,has jenny eaten a cake ?
1,which goddess helped us ?
1,medea killed jason .
1,ron certainly will buy a dog .
0,they shaved david and anson .
0,we believed to be the headmaster
1,which king did you wonder invaded which city ?
1,no one expected agamemnon to win .
0,the day snowed
1,gilgamesh never flies dragons .
0,keep myself clean !
1,the dragons have all been slain .
0,did that medea killed her children upset jason ?
1,the amoeba coughed and then it fainted .
1,i want to sing
1,he will can go
0,medea seemed that has poisoned jason .
1,having read shakespeare satisfied me
0,peter is owners of pigs .
0,odysseus attempted the helmsman to hear the sirens .
1,gilgamesh may seek ishtar
1,the librarian likes books .
1,alison and david soaked their feet after dinner
1,mary is faster than john is .
1,alison and david soaked their feet in the kitchen
0,you kicked you
1,did you see mary ?
1,"raffi has made pasta , and david has too ."
1,there seemed to be three men in the garden .
1,that medea murdered jason did n't surprise anyone .
1,moya 's football team loved her
0,i sent she away .
1,jason persuaded medea that she should desert her family
0,aphrodite stinks to be omnipotent .
1,every reading of shakespeare satisfied me
0,bill reading shakespeare and maureen singing schubert satisfy me
1,"when the executioner arrived , poseidon was asleep"
1,they kicked themselves
1,many vampires have become vegetarian .
0,that that the world is round is obvious upset hermes .
0,bill not destroyed the world .
1,john saw stephan
0,i destroyed there .
0,what was euclid interested in plato 's description of ?
1,i like anson
1,the dragons simply all died out .
1,gilgamesh did not fly the dragon .
1,which goddess might help us ?
1,humans love to eat pigs .
1,which poem about achilles did homer recite ?
1,the boys should all could go
0,the owl hated the evil and the wise eagle .
1,the shield that saved achilles life .
1,evan 's every desire
1,i wondered whether medea had fled .
1,i have eaten my hat already
0,he will could go
1,jenny swallowed the fly
1,the flying car hit the tree in the air
1,i have a book .
1,jason thought of defending the dragon
1,it seems that agamemnon is a maniac
0,which city do you believe the claim that philip would invade ?
1,we claimed that perseus had killed the gorgon
1,we need some technician to help us .
0,the scissors is lost
1,i have been flying helicopters for years .
1,sam gave the cloak to lee and the magic chalice to matthew .
0,we kicked us
1,no reading of shakespeare satisfied me
1,what did he reply ?
0,it was claimed that by everyone the poison was neutralised
1,i asked which city which king invaded .
1,"raffi makes pesto pasta , and david does too"
1,eat dirt !
1,look after yourself !
0,she wanted to can leave
1,arthur gave the tapestry to lancelot .
1,we took the car to the town
1,benjamin gave the cloak to lee .
1,not reading shakespeare satisfied me
0,there were killed three men .
1,gilgamesh has not been reading the cuneiform tablets
0,the imposition of the government of a fine .
1,when alison and david soaked their feet was after dinner
1,this problem 's analysis is made a lot easier when you understand differential equations .
0,dracula thought that himself was the prince of darkness .
0,gilgamesh might have been not reading the cuneiform tablets .
1,who asked which statue which tourist had taken a photo of ?
1,willow said that she 'd kiss tara and kick xander .
1,i climbed right up the tree .
1,all the dragons had escaped .
1,who did you attempt to force jason to kill ?
1,i thought of the moon
0,benjamin thought he would give the cloak to lee and the cloak to lee he gave .
1,i wondered had he left yet .
1,i thought she was pregnant
1,i arranged for him to see her .
1,it was over the hill and through the woods that they came running
1,who did you ask saw what ?
0,gilgamesh might can seek ishtar
1,gilgamesh arrived
0,jason arrived by medea .
1,oil spread over the sea shore .
1,what jason asked was whether the potion was ready
0,jason asked whether that the potion was ready
1,have you seen mary ? i have vp seen mary
1,it seems that agamemnon left .
1,those monkeys are eating the banana .
0,i introduced her to he .
0,nathan showed to benjamin it .
0,he kicked yourself
1,anson tried to shave himself .
0,gilgamesh never has flown a dragon .
0,what julie did of lloyd was become fond .
1,it is not allowed to incriminate oneself .
1,the analysis of the problem was flawed
1,which goddess did help us ?
1,poseidon appears to have turned out to have left .
0,gilgamesh has been not reading the cuneiform tablets .
0,"danced extremely , anson frantically at trade"
0,aphrodite wanted to live and ishtar tried to do
0,i kicked yourself
1,how fond of esther is agamemnon ?
1,ron heard a discussion in the foyer
0,my mother hated myself
1,the students demonstrated the technique this morning
1,he walked up the hill .
0,we wanted to ate cake
0,jason knew those medea had cast the spell
0,gilgamesh must should seek ishtar
1,aphrodite said he freed the animals and free the animals he did
1,did you drink the poison ?
1,whether agamemnon had triumphed was unknown .
0,her has kissed her .
1,i often have a cold .
0,jason whispered the phoenix had escaped
0,bill reading of shakespeare satisfied me
1,did n't the magic work ?
1,anson thought julie had fainted
1,the horse fell
0,odysseus attempted odysseus to hear the sirens .
1,burn letters to peter !
1,genie intoned the prayer
1,gilgamesh did n't fly the broomstick .
1,"ron 's likely to be on the web , is n't he ?"
1,bill 's reading shakespeare and maureen 's singing schubert satisfy me
0,owners of a pig loves to eat truffles
0,gilgamesh might loved ishtar
1,paul had an affair
1,poseidon appears to own a dragon
1,the twins might have both been at the party .
0,that jason had arrived was obvious infuriated medea .
1,that i should evaporate is my fondest dream
1,what gilgamesh may do is seek ishtar
1,you said that anson thought that julie had fainted
1,the owl hated the evil bat and the wise eagle
1,what did john buy ?
1,agamemnon forced aphrodite to leave the school .
1,there is a description of aristotle in the book .
0,medea exclaimed if the potion was ready
1,humans love to eat them .
0,someone did medea poison .
1,perhaps iphigenia will have murdered oedipus by tomorrow .
1,"so that he could escape , jason became invisible"
0,i wondered who had medea poisoned .
1,i asked did medea poison jason .
1,agamemnon stopped jason from casting the spell
1,no one wanted any cake .
1,i wanted jimmy for to come with me .
0,he walked the hill up .
1,they should have all sent oedipus to thebes
0,those monkey are eating the banana .
0,"who had poseidon run away , before the executioner murdered ?"
1,i asked anson if he was happy
1,daniel became a blond .
0,has that we have arrived back at our starting point proved that the world is round ?
1,it was the man i saw that you wanted to meet .
1,that photograph by gomez of pugsley of lucy 's
1,i ate that .
1,it snowed
1,aphrodite said he would free the animals and free the animals he will
1,that the golden thread would show jason his path through the labyrinth was
1,julie and jenny arrived first
1,what have you eaten ?
0,peter is owners .
0,i said this he left
1,who has drunk my whiskey ?
0,you said she liked yourself
0,she tried to left
1,"i 'd planned to have finished , and finished i have"
1,ron expected the sack .
1,that i am here proves that i care .
0,she tried to may leave
1,gilgamesh misses aphrodite
0,who seemed had poisoned jason ?
1,that plato loved aster seemed to be known by everyone .
1,"when dining with evil crocodiles , it is advisable to wear armour ."
0,benjamin said he would give the cloak to lee and give the cloak he did to lee .
1,did the magic work ?
1,who has drunk the poison ?
1,benjamin said he would give the cloak to lee and give the cloak to lee he did .
1,"jason became invisible , so that he could escape"
1,aphrodite may quickly free the animals .
1,the horse galloped
1,how quickly did the greeks take troy ?
1,some happy pigs which can fly love truffles
1,julie felt a twinge in her arm
1,the wizard turned the beetle into beer with a wave of his wand
0,who seemed that had poisoned jason ?
1,kick me !
1,we wanted to eat cake
1,gomez 's photograph of pugsley belonging to lucy .
1,all the boys should could go
1,julie maintained her own ideas over the course of the argument .
1,the intrepid pirate and the fearful captain 's mate sunk the galleon .
1,gilgamesh might not have been reading the cuneiform tablets .
1,it was obvious that plato loved aster obvious .
1,he loves him
1,we all thought he was unhappy
0,emily showed himself benjamin in the mirror .
1,anson believed the report .
1,i looked the number up .
0,anson is incredibly difficult to be pleased .
1,no vampire slept .
1,"after the executioner left , poseidon wept ."
1,peter was at the party
0,whales have i seen .
0,i thought she is pregnant
0,himself saw him
1,that he is coming is clear .
0,there seem three men to be in the garden .
0,he analysis her was flawed
1,where all did they go for their holidays ?
1,gilgamesh decided not to kill ishtar
1,bill reading shakespeare satisfied me
1,perseus saw the gorgon in his shield .
1,"poseidon would run away , if the executioner murdered hera ."
0,who did a statue of surprise medea ?
1,what did you say ( that ) the poet had written ?
1,i saw people playing there on the beach .
0,who was that plato loved obvious ?
1,i did n't want any cake .
1,that i should kiss pigs is my fondest dream
0,gilgamesh flew not the broomstick .
1,"ron failed biology , unfortunately"
1,the men chuckle
1,i expected there to be a problem .
1,"gilgamesh wanted to seduce ishtar , and seduce ishtar he did ."
1,harry collapsed .
1,i asked who saw what .
0,the doctor arrived a new actor .
0,him loves him
0,"who had poseidon run away , because the executioner murdered ?"
1,he has been happy
1,"poseidon had run away , before the executioner murdered hera ."
0,which the poem did homer recite ?
0,not reading of shakespeare satisfied me
0,who did athena introduce who to ?
1,merlin is a dangerous sorcerer .
1,anson saw anson .
1,i am to eat macaroni .
1,"poseidon had escaped , before the executioner arrived ."
1,owners love truffles
0,the dragons were slain all .
0,i saw him ever .
1,humans love to eat owners of pigs .
0,i have sent 0 letter to environmental heath
0,what jason asked whether was the potion was ready
1,those pigs love truffles
0,we all thought he to be unhappy
1,i 'd planned to have finished by now .
1,has the potion not worked ?
1,what i love is toast and sun dried tomatoes
1,mary ran .
0,the man i saw shaved myself .
0,readings shakespeare satisfied me
0,the picture of no one hung upon any wall .
1,he replied that he was happy .
1,no one could remove the blood from the wall
1,julie maintained that the barman was sober .
0,i kicked me
1,benjamin gave lee the cloak .
1,aphrodite wanted hera to persuade athena to leave .
1,gilgamesh is fighting the dragon .
1,i claimed she was pregnant
1,"for jenny , i intended to be present ."
1,gilgamesh missed aphrodite
1,she might be pregnant .
0,the pig grunt
1,anson demonized david at the club .
1,jason asked whether the potion was ready
1,frieda closed the door
0,peter is the old pigs .
1,medea might have given jason a poisoned robe ( just treat a poisoned robe as an np
1,quickly kiss anson !
0,anson believed jenny to have hurt himself .
1,julie felt hot
1,agamemnon expected esther to seem to be happy .
0,him book
1,that the answer is obvious upset hermes .
0,the consul 's gift of himself to the gladiator .
1,homer recited the poem about achilles ?
1,no vampire can survive sunrise .
1,under the bed is the best place to hide
1,anson appeared
1,there seems to be a problem .
0,anson became that he was happy
1,i intoned that she was happy
0,we all thought him was unhappy
1,medea saw who ?
1,no one expected that agamemnon would win .
1,believing that the world is flat gives one some solace .
1,kick them !
0,the bears sniffs
0,where did you disappear before you hid the gold ?
0,she tried to do go .
1,medea wondered if the potion was ready
1,who all did you meet when you were in derry ?
1,who did you hear an oration about ?
1,alison ran
1,romeo sent letters to juliet .
1,richard 's gift of the helicopter to the hospital and of the bus to the school .
1,nathan caused benjamin to see himself in the mirror .
1,a. madeleine planned to catch the sardines and she did .
0,medea tried medea to poison her children .
0,which temple did athena contemplate the reason that her devotees had built ?
1,i did not understand .
1,gilgamesh loved ishtar and aphrodite did too
1,we believed him to be omnipotent
0,ron captured quickly a phoenix
1,david ate mangoes and raffi should too .
1,julie and fraser ate those delicious pies in julie 's back garden .
1,the old pigs love truffles
1,the boys all should could go
1,aphrodite quickly freed the animals
1,paul had two affairs
1,what alison and david did was soak their feet in a bucket
1,anson demonized david almost constantly .
0,agamemnon seemed that left .
1,anson 's hen nibbled his ear .
0,what a kind of actor is he ?
0,the constantly reading shakespeare satisfied me
1,"before the executioner arrived , poseidon had escaped"
1,gilgamesh did n't leave .
1,genie intoned that she was tired
1,look at all these books . which book would you like ?
0,there were killed three men by the assassin .
0,peter is those pigs .
1,i do n't remember what i said all ?
1,the pig grunts
0,the poison was neutralised was claimed that by everyone
1,people are stupid
1,what i arranged was for jenny to be present .
1,i compared ginger to fred
0,peter is pigs
1,which poet wrote which ode ?
1,how did julie ask if jenny left ?
1,dracula thought him to be the prince of darkness .
0,"he ca n't possibly do that , possibly he ?"
1,i must eat macaroni .
1,i asked who john would introduce to who .
0,the owl hated the and loved the bat .
1,reading shakespeare satisfied me
1,humans love to eat owners .
1,gilgamesh fears death and achilles does as well
0,the pigs grunts
0,constant reading shakespeare satisfied me
0,anson believed to be happy .
1,how did julie say that jenny left ?
1,show me letters !
1,the readings of shakespeare satisfied me
1,anson demonized david every day .
1,the students demonstrated this morning
1,we believed aphrodite to be omnipotent .
1,emily caused benjamin to see himself in the mirror .
0,anson left before jenny saw himself .
1,nothing like that would i ever eat again .
1,where has he put the cake ?
1,jason persuaded medea to desert her family
1,gilgamesh perhaps should be leaving .
1,gilgamesh has n't kissed ishtar .
0,anson thought that himself was going to the club .
0,poseidon appears to own a dragon
0,digitize is my happiest memory
1,it is easy to slay the gorgon .
1,i had the strangest feeling that i knew you .
1,what all did you get for christmas ?
